REF_AREA,Geographic area,INDICATOR,Indicator,SEX,Sex,EDUCATION_LEVEL,Education Level,WEALTH_QUINTILE,Wealth Quintile,RESIDENCE,Residence,UNIT_MEASURE,Unit of measure,UNIT_MULTIPLIER,Unit multiplier,SOURCE_LINK,SERIES_FOOTNOTE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation Status,DATA_SOURCE,OBS_CONF,Observation confidentaility,TIME_PERIOD_METHOD,Time period activity related to when the data are collected,COVERAGE_TIME,OBS_FOOTNOTE,FREQ_COLL,Time interval at which the source data are collected
TJK,Tajikistan,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2017,26.920191,,,DHS 2017,,,,,,,0,Not Known
TJK,Tajikistan,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,27.712061,,,DHS 2017,,,,,,,0,Not Known
TKM,Turkmenistan,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,0.87801999,,,MICS 2019,,,,,,,,
TKM,Turkmenistan,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,0.99879032,,,MICS 2019,,,,,,,,
TKM,Turkmenistan,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2019,1.173933,,,MICS 2019,,,,,,,,
TKM,Turkmenistan,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2019,0,,,MICS 2019,,,,,,,,
TKM,Turkmenistan,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2019,1.0846,,,MICS 2019,,,,,,,,
TKM,Turkmenistan,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2019,0.446392,,,MICS 2019,,,,,,,,
TKM,Turkmenistan,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2019,1.842324,,,MICS 2019,,,,,,,,
TKM,Turkmenistan,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2019,0.91376799,,,MICS 2019,,,,,,,,
TKM,Turkmenistan,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2019,0.97608298,,,MICS 2019,,,,,,,,
TKM,Turkmenistan,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,0.94048381,,,MICS 2019,,,,,,,,
TLS,Timor-Leste,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,14.41688,,,DHS 2016,,,,,,,0,Not Known
TLS,Timor-Leste,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,18.69735,,,DHS 2016,,,,,,,0,Not Known
TLS,Timor-Leste,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2016,26.0921,,,DHS 2016,,,,,,,0,Not Known
TLS,Timor-Leste,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2016,23.008949,,,DHS 2016,,,,,,,0,Not Known
TLS,Timor-Leste,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2016,17.628799,,,DHS 2016,,,,,,,0,Not Known
TLS,Timor-Leste,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2016,14.12566,,,DHS 2016,,,,,,,0,Not Known
TLS,Timor-Leste,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2016,6.3830161,,,DHS 2016,,,,,,,0,Not Known
TLS,Timor-Leste,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2016,18.83651,,,DHS 2016,,,,,,,0,Not Known
TLS,Timor-Leste,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2016,11.81146,,,DHS 2016,,,,,,,0,Not Known
TLS,Timor-Leste,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,16.636431,,,DHS 2016,,,,,,,0,Not Known
TON,Tonga,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,29.37262,,,MICS 2019,,,,,,,0,Not Known
TON,Tonga,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,50.19165,,,MICS 2019,,,,,,,0,Not Known
TON,Tonga,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2019,48.313229,,,MICS 2019,,,,,,,0,Not Known
TON,Tonga,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2019,47.549419,,,MICS 2019,,,,,,,0,Not Known
TON,Tonga,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2019,36.136478,,,MICS 2019,,,,,,,0,Not Known
TON,Tonga,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2019,37.056,,,MICS 2019,,,,,,,0,Not Known
TON,Tonga,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2019,23.881849,,,MICS 2019,,,,,,,0,Not Known
TON,Tonga,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2019,40.101479,,,MICS 2019,,,,,,,0,Not Known
TON,Tonga,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2019,34.630501,,,MICS 2019,,,,,,,0,Not Known
TON,Tonga,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,38.904209,,,MICS 2019,,,,,,,0,Not Known
TTO,Trinidad and Tobago,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2011,7.7332592,,,MICS 2011,,,,,,,0,Not Known
TTO,Trinidad and Tobago,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2011,11.63897,,,MICS 2011,,,,,,,0,Not Known
TTO,Trinidad and Tobago,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2011,17.655849,,,MICS 2011,,,,,,,0,Not Known
TTO,Trinidad and Tobago,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2011,9.0662518,,,MICS 2011,,,,,,,0,Not Known
TTO,Trinidad and Tobago,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2011,10.50393,,,MICS 2011,,,,,,,0,Not Known
TTO,Trinidad and Tobago,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2011,5.5241141,,,MICS 2011,,,,,,,0,Not Known
TTO,Trinidad and Tobago,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2011,6.7881489,,,MICS 2011,,,,,,,0,Not Known
TTO,Trinidad and Tobago,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2011,9.5138903,,,MICS 2011,,,,,,,0,Not Known
TTO,Trinidad and Tobago,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2011,10.02569,,,MICS 2011,,,,,,,0,Not Known
TTO,Trinidad and Tobago,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2011,9.7972612,,,MICS 2011,,,,,,,0,Not Known
TUN,Tunisia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,20.9,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,32.5,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2018,47,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2018,35.5,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2018,24,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2018,15.7,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2018,7.6999998,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2018,40.900002,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2018,19.799999,,,MICS 2018,,,,,,,0,Not Known
TUN,Tunisia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,26.799999,,,MICS 2018,,,,,,,0,Not Known
TUV,Tuvalu,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2020,36.827671,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2020,67.768806,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2020,75.968948,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2020,60.690071,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2020,55.02977,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2020,58.426781,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2020,24.45648,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2020,66.101692,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2020,45.83334,,,MICS 2019-20,,,,,,,,
TUV,Tuvalu,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2020,52.514339,,,MICS 2019-20,,,,,,,,
TZA,United Republic of Tanzania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,80.600128,,,DHS 2015-16,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,74.336357,,,DHS 2015-16,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2016,92.946953,,,DHS 2015-16,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2016,87.276833,,,DHS 2015-16,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2016,81.20916,,,DHS 2015-16,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2016,72.314827,,,DHS 2015-16,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2016,63.27774,,,DHS 2015-16,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2016,81.895508,,,DHS 2015-16,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2016,69.846741,,,DHS 2015-16,,,,,,,0,Not Known
TZA,United Republic of Tanzania,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,77.714447,,,DHS 2015-16,,,,,,,0,Not Known
UGA,Uganda,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,67.661629,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,53.17905,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2016,73.148918,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2016,65.578957,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2016,56.922371,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2016,57.32399,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2016,53.91658,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2016,61.886261,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2016,56.982948,,,DHS 2016,,,,,,,0,Not Known
UGA,Uganda,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,60.68034,,,DHS 2016,,,,,,,0,Not Known
UKR,Ukraine,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,1.2,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,1.9,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2012,5.6999998,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2012,2.5999999,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2012,0,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2012,0,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2012,0.30000001,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2012,4.1999998,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2012,0.40000001,,,MICS 2012,,,,,,,0,Not Known
UKR,Ukraine,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,1.6,,,MICS 2012,,,,,,,0,Not Known
UNICEF_EAP,East Asia and Pacific,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,15.348007,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,18.761168,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2022,40.976504,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2022,27.97232,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2022,21.95873,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2022,13.957706,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2022,8.0887641,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2022,22.455115,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2022,11.678476,,,UNICEF Global Database,,,,,,,,
UNICEF_EAP,East Asia and Pacific,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,17.178484,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,46.082123,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,37.907657,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2022,57.117634,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2022,50.80034,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2022,44.203584,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2022,36.722409,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2022,28.337343,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2022,48.037284,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2022,31.038709,,,UNICEF Global Database,,,,,,,,
UNICEF_ESA,Eastern and Southern Africa,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,42.109595,,,UNICEF Global Database,,,,,,,,
UNICEF_LAC,Latin America and Caribbean,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,15.277031,,,UNICEF Global Database,,,,,,,,
UNICEF_LAC,Latin America and Caribbean,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2022,16.130855,,,UNICEF Global Database,,,,,,,,
UNICEF_LAC,Latin America and Caribbean,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2022,22.444141,,,UNICEF Global Database,,,,,,,,
